orf_id	gene	transcript	orf_biotype	final_tier	is_peptidein	strand	chrom	n_exons	length_aa	length_bp	intervals_1based	intervals_0based	min_start_0based	max_end_0based	span_bp
c11norep30	EIF4G2	ENST00000339995	intORF	1B	True	-	chr11	3	74	225	chr11:10803521-10803590+chr11:10803899-10804050+chr11:10804137-10804139	chr11:10803520-10803590;chr11:10803898-10804050;chr11:10804136-10804139	10803520	10804139	619
c11norep31	ZBED5-AS1	ENST00000664153	lncRNA-ORF	4	False	+	chr11	2	26	81	chr11:10858338-10858366+chr11:10878381-10878432	chr11:10858337-10858366;chr11:10878380-10878432	10858337	10878432	20095
c11norep32	ZBED5-AS1	ENST00000530344	lncRNA-ORF	4	False	+	chr11	1	20	63	chr11:10906560-10906622	chr11:10906559-10906622	10906559	10906622	63
c11norep33	USP47	ENST00000339865	uORF	4	False	+	chr11	1	88	267	chr11:11841577-11841843	chr11:11841576-11841843	11841576	11841843	267
c11norep34	LINC00958	ENST00000527945	lncRNA-ORF	2B	False	-	chr11	2	60	183	chr11:12962649-12962763+chr11:12965108-12965175	chr11:12962648-12962763;chr11:12965107-12965175	12962648	12965175	2527
c11norep35	LINC00958	ENST00000671253	lncRNA-ORF	4	False	-	chr11	1	54	165	chr11:12979384-12979548	chr11:12979383-12979548	12979383	12979548	165
c11norep36	LINC00958	ENST00000504230	lncRNA-ORF	4	False	-	chr11	1	58	177	chr11:12980406-12980582	chr11:12980405-12980582	12980405	12980582	177
c11norep37	LINC00958	ENST00000504230	lncRNA-ORF	4	False	-	chr11	1	20	63	chr11:12980524-12980586	chr11:12980523-12980586	12980523	12980586	63
c11norep38	LINC00958	ENST00000531402	lncRNA-ORF	4	False	-	chr11	2	28	87	chr11:12986068-12986144+chr11:12989456-12989465	chr11:12986067-12986144;chr11:12989455-12989465	12986067	12989465	3398
c11norep39	BTBD10	ENST00000278174	intORF	1B	False	-	chr11	2	40	123	chr11:13421792-13421838+chr11:13445024-13445099	chr11:13421791-13421838;chr11:13445023-13445099	13421791	13445099	23308
c11norep40	ENSG00000287548	ENST00000661088	lncRNA-ORF	4	False	+	chr11	1	79	240	chr11:13463666-13463905	chr11:13463665-13463905	13463665	13463905	240
c11norep41	PSMA1	ENST00000396394	intORF	4	False	-	chr11	2	32	99	chr11:14517915-14517981+chr11:14518997-14519028	chr11:14517914-14517981;chr11:14518996-14519028	14517914	14519028	1114
c11norep42	nan	nan	mixed	4	False	-	chr11	2	31	96	chr11:14885865-14885917+chr11:14891153-14891195	chr11:14885864-14885917;chr11:14891152-14891195	14885864	14891195	5331
c11norep43	CYP2R1	ENST00000532378	uORF	4	False	-	chr11	1	38	117	chr11:14891079-14891195	chr11:14891078-14891195	14891078	14891195	117
c11norep44	CYP2R1	ENST00000532378	uORF	4	False	-	chr11	1	28	87	chr11:14891551-14891637	chr11:14891550-14891637	14891550	14891637	87
c11norep45	PIK3C2A	ENST00000691414	uORF	4	False	-	chr11	1	21	66	chr11:17207849-17207914	chr11:17207848-17207914	17207848	17207914	66
c11norep46	HPS5	ENST00000349215	intORF	1B	False	-	chr11	2	40	123	chr11:18311414-18311451+chr11:18311914-18311998	chr11:18311413-18311451;chr11:18311913-18311998	18311413	18311998	585
c11norep47	PTPN5	ENST00000358540	intORF	4	False	-	chr11	2	22	69	chr11:18744182-18744199+chr11:18765807-18765857	chr11:18744181-18744199;chr11:18765806-18765857	18744181	18765857	21676
c11norep48	ZDHHC13	ENST00000446113	intORF	2B	False	+	chr11	1	27	84	chr11:19149225-19149308	chr11:19149224-19149308	19149224	19149308	84
c11norep49	NAV2	ENST00000349880	intORF	4	False	+	chr11	2	56	171	chr11:20036021-20036097+chr11:20043981-20044074	chr11:20036020-20036097;chr11:20043980-20044074	20036020	20044074	8054
c11norep50	NAV2-AS2	ENST00000533767	lncRNA-ORF	4	False	-	chr11	1	103	312	chr11:20043884-20044195	chr11:20043883-20044195	20043883	20044195	312
c11norep51	MUC15	ENST00000455601	uORF	4	False	-	chr11	1	22	69	chr11:26572049-26572117	chr11:26572048-26572117	26572048	26572117	69
c11norep52	CCDC34	ENST00000328697	intORF	4	False	-	chr11	1	18	57	chr11:27362864-27362920	chr11:27362863-27362920	27362863	27362920	57
c11norep53	LGR4	ENST00000379214	uORF	4	False	-	chr11	1	16	51	chr11:27472546-27472596	chr11:27472545-27472596	27472545	27472596	51
c11norep54	LINC00678	ENST00000527083	lncRNA-ORF	4	False	-	chr11	1	27	84	chr11:27617890-27617973	chr11:27617889-27617973	27617889	27617973	84
c11norep55	LINC00678	ENST00000527083	lncRNA-ORF	4	False	-	chr11	1	17	54	chr11:27624057-27624110	chr11:27624056-27624110	27624056	27624110	54
c11norep56	PAX6	ENST00000379109	uORF	4	False	-	chr11	1	107	324	chr11:31810161-31810484	chr11:31810160-31810484	31810160	31810484	324
c11norep57	nan	nan	mixed	4	False	-	chr11	2	65	198	chr11:31810830-31811015+chr11:31811213-31811224	chr11:31810829-31811015;chr11:31811212-31811224	31810829	31811224	395
c11norep58	TCP11L1	ENST00000530419	uORF	4	False	+	chr11	1	19	60	chr11:33039529-33039588	chr11:33039528-33039588	33039528	33039588	60
c11norep59	TCP11L1	ENST00000334274	intORF	4	False	+	chr11	1	21	66	chr11:33043829-33043894	chr11:33043828-33043894	33043828	33043894	66
c11norep60	HIPK3	ENST00000456517	uORF	4	False	+	chr11	1	31	96	chr11:33258385-33258480	chr11:33258384-33258480	33258384	33258480	96
c11norep61	CD59	ENST00000445143	uORF	4	False	-	chr11	1	17	54	chr11:33722655-33722708	chr11:33722654-33722708	33722654	33722708	54
c11norep62	APIP	ENST00000395787	intORF	3	False	-	chr11	2	22	69	chr11:34895086-34895110+chr11:34916228-34916271	chr11:34895085-34895110;chr11:34916227-34916271	34895085	34916271	21186
c11norep63	TRIM44	ENST00000299413	intORF	2B	False	+	chr11	1	36	111	chr11:35663216-35663326	chr11:35663215-35663326	35663215	35663326	111
c11norep64	COMMD9	ENST00000263401	intORF	4	False	-	chr11	1	17	54	chr11:36280771-36280824	chr11:36280770-36280824	36280770	36280824	54
c11norep65	LINC02696	ENST00000524488	lncRNA-ORF	4	False	+	chr11	1	34	105	chr11:45356490-45356594	chr11:45356489-45356594	45356489	45356594	105
c11norep66	PEX16	ENST00000532681	uORF	4	False	-	chr11	1	17	54	chr11:45918334-45918387	chr11:45918333-45918387	45918333	45918387	54
c11norep67	nan	nan	mixed	4	False	-	chr11	3	56	171	chr11:46090548-46090581+chr11:46092183-46092223+chr11:46120935-46121030	chr11:46090547-46090581;chr11:46092182-46092223;chr11:46120934-46121030	46090547	46121030	30483
c11norep68	ATG13	ENST00000529655	uORF	4	False	+	chr11	1	24	75	chr11:46617570-46617644	chr11:46617569-46617644	46617569	46617644	75
c11norep69	SLC39A13	ENST00000531974	uoORF	4	False	+	chr11	3	155	468	chr11:47408622-47408662+chr11:47410087-47410395+chr11:47411926-47412043	chr11:47408621-47408662;chr11:47410086-47410395;chr11:47411925-47412043	47408621	47412043	3422
c11norep70	SLC39A13	ENST00000362021	intORF	4	False	+	chr11	3	137	414	chr11:47410103-47410395+chr11:47411926-47412039+chr11:47412346-47412352	chr11:47410102-47410395;chr11:47411925-47412039;chr11:47412345-47412352	47410102	47412352	2250
c11norep71	PTPRJ	ENST00000418331	intORF	4	False	+	chr11	2	48	147	chr11:48130675-48130716+chr11:48136039-48136143	chr11:48130674-48130716;chr11:48136038-48136143	48130674	48136143	5469
c11norep72	UBE2L6	ENST00000340573	uORF	2B	False	-	chr11	1	33	102	chr11:57568108-57568209	chr11:57568107-57568209	57568107	57568209	102
c11norep73	ZFP91	ENST00000316059	intORF	1B	False	+	chr11	3	25	78	chr11:58610037-58610039+chr11:58610298-58610334+chr11:58610950-58610987	chr11:58610036-58610039;chr11:58610297-58610334;chr11:58610949-58610987	58610036	58610987	951
c11norep74	FAM111A-DT	ENST00000533220	lncRNA-ORF	4	False	-	chr11	2	79	240	chr11:59139965-59140091+chr11:59142615-59142727	chr11:59139964-59140091;chr11:59142614-59142727	59139964	59142727	2763
c11norep75	MS4A6A	ENST00000426738	uORF	4	False	-	chr11	2	51	156	chr11:60183242-60183331+chr11:60184320-60184385	chr11:60183241-60183331;chr11:60184319-60184385	60183241	60184385	1144
c11norep76	PRPF19-DT	ENST00000544421	lncRNA-ORF	4	False	+	chr11	1	16	51	chr11:60906858-60906908	chr11:60906857-60906908	60906857	60906908	51
c11norep77	ENSG00000256196	ENST00000543907	lncRNA-ORF	4	False	-	chr11	1	23	72	chr11:60918898-60918969	chr11:60918897-60918969	60918897	60918969	72
c11norep78	CYB561A3	ENST00000426130	uORF	4	False	-	chr11	1	91	276	chr11:61361820-61362095	chr11:61361819-61362095	61361819	61362095	276
c11norep79	FADS2	ENST00000278840	intORF	4	False	+	chr11	1	16	51	chr11:61837779-61837829	chr11:61837778-61837829	61837778	61837829	51
c11norep80	BSCL2	ENST00000448568	uORF	4	False	-	chr11	1	71	216	chr11:62706003-62706218	chr11:62706002-62706218	62706002	62706218	216
c11norep81	SNHG1	ENST00000537869	lncRNA-ORF	4	False	-	chr11	1	22	69	chr11:62852265-62852333	chr11:62852264-62852333	62852264	62852333	69
c11norep82	SNHG1	ENST00000545920	lncRNA-ORF	4	False	-	chr11	1	22	69	chr11:62854474-62854542	chr11:62854473-62854542	62854473	62854542	69
c11norep83	SLC3A2	ENST00000338663	dORF	4	False	+	chr11	1	31	96	chr11:62888706-62888801	chr11:62888705-62888801	62888705	62888801	96
c11norep84	PLAAT5	ENST00000540857	dORF	4	False	-	chr11	1	30	93	chr11:63463221-63463313	chr11:63463220-63463313	63463220	63463313	93
c11norep85	nan	nan	mixed	4	False	+	chr11	2	19	60	chr11:63888925-63888964+chr11:63895159-63895178	chr11:63888924-63888964;chr11:63895158-63895178	63888924	63895178	6254
c11norep86	COX8A	ENST00000314133	dORF	4	False	+	chr11	1	26	81	chr11:63976380-63976460	chr11:63976379-63976460	63976379	63976460	81
c11norep87	FKBP2	ENST00000309366	intORF	2B	False	+	chr11	3	55	168	chr11:64242536-64242558+chr11:64243199-64243311+chr11:64243451-64243482	chr11:64242535-64242558;chr11:64243198-64243311;chr11:64243450-64243482	64242535	64243482	947
c11norep88	PPP1R14B-AS1	ENST00000544553	lncRNA-ORF	1B	False	+	chr11	1	25	78	chr11:64245994-64246071	chr11:64245993-64246071	64245993	64246071	78
c11norep89	PPP1R14B-AS1	ENST00000538355	lncRNA-ORF	2A	True	+	chr11	2	49	150	chr11:64247221-64247259+chr11:64247953-64248063	chr11:64247220-64247259;chr11:64247952-64248063	64247220	64248063	843
c11norep90	TRMT112	ENST00000544844	dORF	4	False	-	chr11	1	20	63	chr11:64316699-64316761	chr11:64316698-64316761	64316698	64316761	63
c11norep91	CCDC88B	ENST00000359902	intORF	4	False	+	chr11	1	41	126	chr11:64357260-64357385	chr11:64357259-64357385	64357259	64357385	126
c11norep92	RASGRP2	ENST00000354024	uoORF	4	False	-	chr11	3	67	204	chr11:64742062-64742112+chr11:64742794-64742937+chr11:64745275-64745283	chr11:64742061-64742112;chr11:64742793-64742937;chr11:64745274-64745283	64742061	64745283	3222
c11norep93	MAP4K2	ENST00000294066	intORF	4	False	-	chr11	2	38	117	chr11:64802906-64802942+chr11:64803054-64803133	chr11:64802905-64802942;chr11:64803053-64803133	64802905	64803133	228
c11norep94	CDC42EP2	ENST00000533419	uORF	4	False	+	chr11	2	93	282	chr11:65317139-65317242+chr11:65320544-65320721	chr11:65317138-65317242;chr11:65320543-65320721	65317138	65320721	3583
c11norep95	NEAT1	ENST00000499732	lncRNA-ORF	4	False	+	chr11	1	35	108	chr11:65423201-65423308	chr11:65423200-65423308	65423200	65423308	108
c11norep96	NEAT1	ENST00000499732	lncRNA-ORF	4	False	+	chr11	1	62	189	chr11:65423883-65424071	chr11:65423882-65424071	65423882	65424071	189
c11norep97	NEAT1	ENST00000499732	lncRNA-ORF	4	False	+	chr11	1	28	87	chr11:65423932-65424018	chr11:65423931-65424018	65423931	65424018	87
c11norep98	MALAT1	ENST00000534336	lncRNA-ORF	4	False	+	chr11	1	40	123	chr11:65500645-65500767	chr11:65500644-65500767	65500644	65500767	123
c11norep99	MALAT1	ENST00000508832	lncRNA-ORF	4	False	+	chr11	1	19	60	chr11:65502234-65502293	chr11:65502233-65502293	65502233	65502293	60
c11norep100	MALAT1	ENST00000508832	lncRNA-ORF	4	False	+	chr11	1	18	57	chr11:65502253-65502309	chr11:65502252-65502309	65502252	65502309	57
c11norep101	FAM89B	ENST00000530349	dORF	4	False	+	chr11	1	141	426	chr11:65573670-65574095	chr11:65573669-65574095	65573669	65574095	426
c11norep102	MAP3K11	ENST00000524856	lncRNA-ORF	4	False	-	chr11	1	48	147	chr11:65614524-65614670	chr11:65614523-65614670	65614523	65614670	147
c11norep103	MAP3K11	ENST00000524856	lncRNA-ORF	2A	True	-	chr11	1	69	210	chr11:65614947-65615156	chr11:65614946-65615156	65614946	65615156	210
c11norep104	RELA-DT	ENST00000654031	lncRNA-ORF	4	False	+	chr11	1	118	357	chr11:65663443-65663799	chr11:65663442-65663799	65663442	65663799	357
c11norep105	KAT5	ENST00000352980	uORF	4	False	+	chr11	1	43	132	chr11:65712058-65712189	chr11:65712057-65712189	65712057	65712189	132
c11norep106	DRAP1	ENST00000312515	doORF	4	False	+	chr11	1	21	66	chr11:65921404-65921469	chr11:65921403-65921469	65921403	65921469	66
c11norep107	TMEM151A	ENST00000327259	uoORF	4	False	+	chr11	2	43	132	chr11:66291970-66292088+chr11:66294322-66294334	chr11:66291969-66292088;chr11:66294321-66294334	66291969	66294334	2365
c11norep108	B4GAT1-DT	ENST00000531602	lncRNA-ORF	2B	False	+	chr11	1	33	102	chr11:66347959-66348060	chr11:66347958-66348060	66347958	66348060	102
c11norep109	B4GAT1-DT	ENST00000531602	lncRNA-ORF	4	False	+	chr11	1	103	312	chr11:66363281-66363592	chr11:66363280-66363592	66363280	66363592	312
c11norep110	nan	nan	mixed	4	False	-	chr11	1	60	183	chr11:66686929-66687111	chr11:66686928-66687111	66686928	66687111	183
c11norep111	LRFN4	ENST00000531590	lncRNA-ORF	4	False	+	chr11	1	22	69	chr11:66856668-66856736	chr11:66856667-66856736	66856667	66856736	69
c11norep112	LRFN4	ENST00000393952	uORF	4	False	+	chr11	1	39	120	chr11:66857163-66857282	chr11:66857162-66857282	66857162	66857282	120
c11norep113	C11orf86	ENST00000683896	dORF	4	False	+	chr11	1	48	147	chr11:66976575-66976721	chr11:66976574-66976721	66976574	66976721	147
c11norep114	KDM2A	ENST00000530342	uoORF	4	False	+	chr11	1	66	201	chr11:67240072-67240272	chr11:67240071-67240272	67240071	67240272	201
c11norep116	ANKRD13D	ENST00000511455	intORF	1B	False	+	chr11	3	62	189	chr11:67290175-67290213+chr11:67290322-67290446+chr11:67291476-67291500	chr11:67290174-67290213;chr11:67290321-67290446;chr11:67291475-67291500	67290174	67291500	1326
c11norep115	nan	nan	mixed	4	False	+	chr11	1	22	69	chr11:67290175-67290243	chr11:67290174-67290243	67290174	67290243	69
c11norep117	nan	nan	mixed	4	False	+	chr11	2	27	84	chr11:67321277-67321333+chr11:67387535-67387561	chr11:67321276-67321333;chr11:67387534-67387561	67321276	67387561	66285
c11norep118	POLD4	ENST00000539074	dORF	4	False	-	chr11	1	24	75	chr11:67351701-67351775	chr11:67351700-67351775	67351700	67351775	75
c11norep119	nan	nan	mixed	1B	False	-	chr11	1	54	165	chr11:67351834-67351998	chr11:67351833-67351998	67351833	67351998	165
c11norep120	KMT5B	ENST00000304363	uoORF	2B	False	-	chr11	1	31	96	chr11:68190009-68190104	chr11:68190008-68190104	68190008	68190104	96
c11norep121	nan	nan	mixed	1B	False	+	chr11	2	67	204	chr11:69156013-69156114+chr11:69159446-69159547	chr11:69156012-69156114;chr11:69159445-69159547	69156012	69159547	3535
c11norep122	ENSG00000254682	ENST00000529369	lncRNA-ORF	4	False	+	chr11	2	37	114	chr11:71448778-71448885+chr11:71451690-71451695	chr11:71448777-71448885;chr11:71451689-71451695	71448777	71451695	2918
c11norep123	IL18BP	ENST00000393703	uoORF	2B	False	+	chr11	2	46	141	chr11:71999978-72000012+chr11:72000351-72000456	chr11:71999977-72000012;chr11:72000350-72000456	71999977	72000456	479
c11norep124	LINC01537	ENST00000450804	lncRNA-ORF	4	False	+	chr11	1	65	198	chr11:72571486-72571683	chr11:72571485-72571683	72571485	72571683	198
c11norep125	PDE2A	ENST00000334456	dORF	4	False	-	chr11	1	104	315	chr11:72576903-72577217	chr11:72576902-72577217	72576902	72577217	315
c11norep126	ARAP1	ENST00000393609	intORF	4	False	-	chr11	1	18	57	chr11:72713187-72713243	chr11:72713186-72713243	72713186	72713243	57
c11norep127	STARD10	ENST00000334805	uORF	4	False	-	chr11	2	57	174	chr11:72781213-72781294+chr11:72792875-72792966	chr11:72781212-72781294;chr11:72792874-72792966	72781212	72792966	11754
c11norep128	STARD10	ENST00000334805	uORF	4	False	-	chr11	1	64	195	chr11:72793804-72793998	chr11:72793803-72793998	72793803	72793998	195
c11norep129	FCHSD2	ENST00000409418	uoORF	4	False	-	chr11	2	24	75	chr11:73140091-73140128+chr11:73141857-73141893	chr11:73140090-73140128;chr11:73141856-73141893	73140090	73141893	1803
c11norep130	P2RY2	ENST00000393597	uORF	2B	False	+	chr11	1	33	102	chr11:73228018-73228119	chr11:73228017-73228119	73228017	73228119	102
c11norep131	nan	nan	mixed	2B	False	+	chr11	2	39	120	chr11:73647630-73647738+chr11:73649012-73649022	chr11:73647629-73647738;chr11:73649011-73649022	73647629	73649022	1393
c11norep132	LIPT2-AS1	ENST00000526036	lncRNA-ORF	2B	False	+	chr11	1	55	168	chr11:74493597-74493764	chr11:74493596-74493764	74493596	74493764	168
c11norep133	RPS3	ENST00000528847	uORF	4	False	+	chr11	1	25	78	chr11:75400404-75400481	chr11:75400403-75400481	75400403	75400481	78
c11norep134	UVRAG-DT	ENST00000531263	lncRNA-ORF	4	False	-	chr11	1	25	78	chr11:75814564-75814641	chr11:75814563-75814641	75814563	75814641	78
c11norep135	GVQW3	ENST00000529331	uORF	4	False	+	chr11	1	37	114	chr11:76381555-76381668	chr11:76381554-76381668	76381554	76381668	114
c11norep136	LRRC32	ENST00000407242	uoORF	4	False	-	chr11	2	19	60	chr11:76665951-76665958+chr11:76669762-76669813	chr11:76665950-76665958;chr11:76669761-76669813	76665950	76669813	3863
c11norep137	NDUFC2	ENST00000281031	dORF	4	False	-	chr11	1	20	63	chr11:78069914-78069976	chr11:78069913-78069976	78069913	78069976	63
c11norep138	KCTD21-AS1	ENST00000523626	lncRNA-ORF	4	False	+	chr11	1	22	69	chr11:78139834-78139902	chr11:78139833-78139902	78139833	78139902	69
c11norep139	KCTD21-AS1	ENST00000500113	lncRNA-ORF	4	False	+	chr11	1	21	66	chr11:78141631-78141696	chr11:78141630-78141696	78141630	78141696	66
c11norep140	NARS2	ENST00000281038	intORF	4	False	-	chr11	1	17	54	chr11:78571389-78571442	chr11:78571388-78571442	78571388	78571442	54
c11norep141	TENM4	ENST00000278550	uORF	4	False	-	chr11	2	26	81	chr11:79148798-79148806+chr11:79215808-79215879	chr11:79148797-79148806;chr11:79215807-79215879	79148797	79215879	67082
c11norep142	RAB30-DT	ENST00000527627	lncRNA-ORF	2B	False	+	chr11	2	42	129	chr11:83072750-83072804+chr11:83106479-83106552	chr11:83072749-83072804;chr11:83106478-83106552	83072749	83106552	33803
c11norep143	RAB30-DT	ENST00000501011	lncRNA-ORF	4	False	+	chr11	1	35	108	chr11:83073364-83073471	chr11:83073363-83073471	83073363	83073471	108
c11norep144	CCDC90B	ENST00000529689	intORF	2B	False	-	chr11	2	23	72	chr11:83278788-83278829+chr11:83280141-83280170	chr11:83278787-83278829;chr11:83280140-83280170	83278787	83280170	1383
c11norep145	CCDC90B	ENST00000525503	lncRNA-ORF	4	False	-	chr11	1	54	165	chr11:83285658-83285822	chr11:83285657-83285822	83285657	83285822	165
c11norep146	PICALM	ENST00000528398	uORF	1B	False	-	chr11	1	27	84	chr11:86069765-86069848	chr11:86069764-86069848	86069764	86069848	84
c11norep147	PRSS23-AS1	ENST00000528660	lncRNA-ORF	2B	False	-	chr11	1	56	171	chr11:86921809-86921979	chr11:86921808-86921979	86921808	86921979	171
c11norep148	FZD4-DT	ENST00000531827	lncRNA-ORF	4	False	+	chr11	1	31	96	chr11:86956160-86956255	chr11:86956159-86956255	86956159	86956255	96
c11norep149	MRE11	ENST00000323977	uORF	4	False	-	chr11	2	92	279	chr11:94492810-94492906+chr11:94493684-94493865	chr11:94492809-94492906;chr11:94493683-94493865	94492809	94493865	1056
c11norep150	ANKRD49	ENST00000544612	uORF	4	False	+	chr11	2	21	66	chr11:94494006-94494035+chr11:94496604-94496639	chr11:94494005-94494035;chr11:94496603-94496639	94494005	94496639	2634
c11norep151	ANKRD49	ENST00000544612	intORF	4	False	+	chr11	1	37	114	chr11:94496719-94496832	chr11:94496718-94496832	94496718	94496832	114
c11norep152	FUT4	ENST00000358752	uORF	4	False	+	chr11	1	31	96	chr11:94544018-94544113	chr11:94544017-94544113	94544017	94544113	96
c11norep153	FUT4	ENST00000358752	intORF	4	False	+	chr11	1	59	180	chr11:94544438-94544617	chr11:94544437-94544617	94544437	94544617	180
c11norep154	LINC02700	ENST00000648581	lncRNA-ORF	4	False	+	chr11	1	52	159	chr11:94651483-94651641	chr11:94651482-94651641	94651482	94651641	159
c11norep155	KDM4D	ENST00000335080	uORF	4	False	+	chr11	1	47	144	chr11:94973781-94973924	chr11:94973780-94973924	94973780	94973924	144
c11norep156	KDM4D	ENST00000335080	uORF	4	False	+	chr11	2	31	96	chr11:94974039-94974068+chr11:94975654-94975719	chr11:94974038-94974068;chr11:94975653-94975719	94974038	94975719	1681
c11norep157	MAML2	ENST00000524717	uORF	4	False	-	chr11	1	22	69	chr11:96342904-96342972	chr11:96342903-96342972	96342903	96342972	69
c11norep158	CCDC82	ENST00000645439	uORF	4	False	-	chr11	1	46	141	chr11:96387526-96387666	chr11:96387525-96387666	96387525	96387666	141
c11norep159	PGR	ENST00000325455	uORF	4	False	-	chr11	1	55	168	chr11:101129582-101129749	chr11:101129581-101129749	101129581	101129749	168
c11norep160	BIRC3	ENST00000615299	uORF	4	False	+	chr11	2	18	57	chr11:102317546-102317571+chr11:102321837-102321867	chr11:102317545-102317571;chr11:102321836-102321867	102317545	102321867	4322
c11norep161	BIRC3	ENST00000263464	uORF	4	False	+	chr11	1	20	63	chr11:102322029-102322091	chr11:102322028-102322091	102322028	102322091	63
c11norep162	BIRC3	ENST00000263464	uORF	2B	False	+	chr11	1	29	90	chr11:102322356-102322445	chr11:102322355-102322445	102322355	102322445	90
c11norep163	BIRC2	ENST00000613397	uORF	4	False	+	chr11	1	42	129	chr11:102347603-102347731	chr11:102347602-102347731	102347602	102347731	129
c11norep164	BIRC2	ENST00000227758	uORF	2B	False	+	chr11	1	20	63	chr11:102349304-102349366	chr11:102349303-102349366	102349303	102349366	63
c11norep165	TMEM123-DT	ENST00000528717	lncRNA-ORF	4	False	+	chr11	2	65	198	chr11:102452953-102453049+chr11:102461448-102461548	chr11:102452952-102453049;chr11:102461447-102461548	102452952	102461548	8596
c11norep166	ENSG00000256916	ENST00000544115	lncRNA-ORF	4	False	+	chr11	1	28	87	chr11:102607297-102607383	chr11:102607296-102607383	102607296	102607383	87
c11norep167	PDGFD	ENST00000393158	intORF	4	False	-	chr11	2	17	54	chr11:104000205-104000255+chr11:104163804-104163806	chr11:104000204-104000255;chr11:104163803-104163806	104000204	104163806	163602
c11norep168	CARD18	ENST00000649856	uORF	4	False	-	chr11	2	103	312	chr11:105458295-105458453+chr11:105515482-105515634	chr11:105458294-105458453;chr11:105515481-105515634	105458294	105515634	57340
c11norep169	MSANTD4	ENST00000301919	uORF	4	False	-	chr11	1	44	135	chr11:106021422-106021556	chr11:106021421-106021556	106021421	106021556	135
c11norep170	KBTBD3	ENST00000532662	uORF	4	False	-	chr11	1	21	66	chr11:106076537-106076602	chr11:106076536-106076602	106076536	106076602	66
c11norep171	GUCY1A2	ENST00000526355	uORF	4	False	-	chr11	1	29	90	chr11:107018147-107018236	chr11:107018146-107018236	107018146	107018236	90
c11norep172	CUL5	ENST00000393094	uoORF	1B	False	+	chr11	1	81	246	chr11:108009117-108009362	chr11:108009116-108009362	108009116	108009362	246
c11norep173	nan	nan	mixed	4	False	+	chr11	2	71	216	chr11:108222972-108223186+chr11:108227595-108227595	chr11:108222971-108223186;chr11:108227594-108227595	108222971	108227595	4624
c11norep174	ENSG00000287245	ENST00000663040	lncRNA-ORF	2B	False	+	chr11	2	65	198	chr11:109972361-109972405+chr11:109972508-109972660	chr11:109972360-109972405;chr11:109972507-109972660	109972360	109972660	300
c11norep175	POU2AF1	ENST00000515029	lncRNA-ORF	4	False	-	chr11	1	20	63	chr11:111396948-111397010	chr11:111396947-111397010	111396947	111397010	63
c11norep176	CRYAB	ENST00000526180	uORF	4	False	-	chr11	1	18	57	chr11:111911849-111911905	chr11:111911848-111911905	111911848	111911905	57
c11norep177	NKAPD1	ENST00000393047	uORF	4	False	+	chr11	1	19	60	chr11:112074459-112074518	chr11:112074458-112074518	112074458	112074518	60
c11norep178	LINC02762	ENST00000419895	lncRNA-ORF	4	False	+	chr11	1	19	60	chr11:112291486-112291545	chr11:112291485-112291545	112291485	112291545	60
c11norep179	HTR3A	ENST00000355556	uORF	4	False	+	chr11	1	16	51	chr11:113975239-113975289	chr11:113975238-113975289	113975238	113975289	51
c11norep180	PAFAH1B2	ENST00000527958	intORF	1B	False	+	chr11	2	39	120	chr11:117152485-117152528+chr11:117159934-117160009	chr11:117152484-117152528;chr11:117159933-117160009	117152484	117160009	7525
c11norep181	CEP164	ENST00000278935	uoORF	2B	False	+	chr11	1	20	63	chr11:117338580-117338642	chr11:117338579-117338642	117338579	117338642	63
c11norep182	FXYD6-AS1	ENST00000534150	lncRNA-ORF	4	False	+	chr11	2	74	225	chr11:117833804-117833818+chr11:117836269-117836478	chr11:117833803-117833818;chr11:117836268-117836478	117833803	117836478	2675
c11norep183	MPZL2	ENST00000438295	uORF	4	False	-	chr11	1	18	57	chr11:118264344-118264400	chr11:118264343-118264400	118264343	118264400	57
c11norep184	UBE4A	ENST00000252108	intORF	2B	False	+	chr11	1	39	120	chr11:118368652-118368771	chr11:118368651-118368771	118368651	118368771	120
c11norep185	ENSG00000278376	ENST00000610705	lncRNA-ORF	4	False	+	chr11	1	31	96	chr11:118791262-118791357	chr11:118791261-118791357	118791261	118791357	96
c11norep186	UPK2	ENST00000534788	lncRNA-ORF	4	False	+	chr11	1	27	84	chr11:118925204-118925287	chr11:118925203-118925287	118925203	118925287	84
c11norep187	SLC37A4	ENST00000545985	uORF	2B	False	-	chr11	2	50	153	chr11:119029530-119029564+chr11:119030232-119030349	chr11:119029529-119029564;chr11:119030231-119030349	119029529	119030349	820
c11norep188	VPS11-DT	ENST00000607709	lncRNA-ORF	4	False	-	chr11	1	41	126	chr11:119067485-119067610	chr11:119067484-119067610	119067484	119067610	126
c11norep189	H2AX	ENST00000530167	dORF	4	False	-	chr11	1	75	228	chr11:119094462-119094689	chr11:119094461-119094689	119094461	119094689	228
c11norep190	H2AX	ENST00000530167	dORF	2A	True	-	chr11	1	59	180	chr11:119094706-119094885	chr11:119094705-119094885	119094705	119094885	180
c11norep191	USP2	ENST00000260187	uoORF	4	False	-	chr11	1	20	63	chr11:119373456-119373518	chr11:119373455-119373518	119373455	119373518	63
