pair_id	microprotein_gene	microprotein_biotype	microprotein_tier	partner_gene_symbol	partner_uniprot_id	iptm	ptm	binding_mechanism_category	buried_sasa_A2	known_pdb_ppi_overlap_pct	is_active_site_cleft	active_site_min_dist_A	active_site_details	is_binding_site_overlap	binding_site_min_dist_A	partner_domains_contacted	representative_pdb_ids	total_contacts	hbond_count	salt_bridge_count	hydrophobic_count	prodigy_link_density	prodigy_predicted_dg_kcal	microprotein_contact_residues_count	partner_contact_residues_count	microprotein_surface_involvement_pct	mean_interface_pae	aromatic_count	vdw_count	sasa_microprotein_A2	sasa_partner_A2	catalytic_sites_count	binding_sites_count	binding_site_details	known_pdb_interface_residues_count	known_pdb_ppi_overlap_count	partner_plddt	microprotein_plddt
c16riboseqorf1_partner_03_ZMAT5	SNRNP25	uoORF	1B	ZMAT5	Q9UDW3	0.134	0.445	Peripheral Surface Interaction	169.6	0.0	False		None	False		N/A	None	2	0	0	0	0.5	-10.43	2	2	4.4	22.64	0	1	6406.3	16440.5	0	0	None	23	0	0.84	0.59
c11riboseqorf31_partner_06_TUBA1A	NAV2-AS2	lncRNA-ORF	4	TUBA1A	Q71U36	0.134	0.864	Active Site Cleft Occlusion / Proximal Inhibitor	2156.7	61.3	False	5.44	None	False	19.18	N/A	5JCO; 7UN1; 9OX7	59	5	1	9	0.106	-12.5	18	31	58.1	24.93	0	27	3190.4	19887.5	1	9	None	167	19	0.82	0.25
c1riboseqorf77_partner_03_CLASRP	MACF1	uORF	2B	CLASRP	Q8N2M8	0.1343	0.2328	Allosteric Regulatory Surface / Novel Epitope	4874.8	0.0	False		None	False		Disordered (171-232); Disordered (258-674)	None	112	9	1	19	0.055	-23.54	38	54	88.4	26.76	0	54	4800.1	57369.8	0	0	None	0	0	0.48	0.28
c15riboseqorf19_partner_02_JUN	MAPKBP1	uORF	1B	JUN	P05412	0.1338	0.2338	Shared Physiological Complex Interface	926.5	35.7	False		None	False		bZIP (252-315); Interaction with PAGE4 (150-223); Basic motif (252-279)	1A02; 1FOS; 1JNM; 1S9K; 1T2K; 5T01	21	2	0	1	0.15	-7.22	10	14	29.4	24.61	0	10	3509.3	27071.5	0	0	None	39	5	0.49	0.43
c2riboseqorf18_partner_03_ATL1	SPAST	uoORF	1B	ATL1	Q8WXF7	0.1342	0.6191	Shared Physiological Complex Interface	3571.4	50.0	False		None	False	8.56	GB1/RHD3-type G (64-309)	3QNU; 4IDN; 4IDP; 7OL3	86	11	2	6	0.052	-14.56	36	46	65.5	27.46	2	46	6237.7	31243.7	0	21	None	98	23	0.73	0.45
c5riboseqorf127_partner_01_CNBD2	KIAA1191	uORF	1B	CNBD2	Q96M20	0.1337	0.5434	Cofactor / Substrate Pocket Competitor	2029.8	0.0	False		None	True	2.08	N/A	None	55	5	1	11	0.126	-14.8	15	29	75.0	26.83	1	29	2252.7	35136.5	0	1	 (res 116);  (res 119);  (res 120);  (res 163);  (res 179);  (res 186);  (res 187);  (res 188);  (res 189);  (res 190);  (res 191);  (res 193);  (res 194);  (res 196);  (res 199);  (res 200);  (res 202);  (res 227);  (res 228);  (res 230);  (res 231);  (res 232);  (res 234);  (res 235)	0	0	0.61	0.19
c11riboseqorf59_partner_03_CLDND1	ZDHHC5	uORF	1B	CLDND1	Q9NY35	0.1329	0.6648	Peripheral Surface Interaction	702.6	0.0	False		None	False		N/A	None	8	0	0	6	0.229	-10.0	5	7	10.0	17.35	0	1	6283.0	15258.2	0	0	None	0	0	0.7	0.4
c1riboseqorf26_partner_03_BCL6	ZBTB17	uORF	1B	BCL6	P41182	0.1331	0.258	Allosteric Regulatory Surface / Novel Epitope	1757.3	29.2	False		None	False		Disordered (407-467)	1R28; 1R29; 1R2B; 3BIM; 3E4U; 3LBZ; 4CP3; 5H7G; 5H7H; 5MW2	36	6	1	3	0.115	-5.86	13	24	43.3	27.44	0	12	3781.1	46595.1	0	0	None	107	7	0.54	0.39
c3riboseqorf140_partner_03_KAT8	MSL2	uORF	1B	KAT8	Q9H7Z6	0.1328	0.6949	Active Site Blocker / Competitive Decoy	1091.4	38.5	True	2.85	Proton donor/acceptor (res 350)	False	11.84	MYST-type HAT (174-447); Sufficient for interaction with KANSL1 (174-458)	2Y0M; 4DNC	17	1	2	2	0.163	-9.71	8	13	34.8	24.65	0	5	2527.9	25422.4	1	22	None	66	5	0.75	0.24
c19riboseqorf6_partner_03_ABHD10	ABHD17A	uORF	1B	ABHD10	Q9NUJ1	0.1326	0.7322	Allosteric Regulatory Surface / Novel Epitope	1300.4	0.0	False	15.88	None	False		N/A	None	26	1	2	2	0.125	-5.96	13	16	30.2	23.56	0	9	4208.9	17080.7	3	0	None	0	0	0.82	0.32
c9norep103_partner_01_SCN4B	nan	mixed	1B	SCN4B	Q8IWT1	0.1322	0.4775	Peripheral Surface Interaction	556.4	0.0	False		None	False		Ig-like C2-type (31-148)	None	5	0	0	2	0.417	-8.68	3	4	6.4	19.37	0	1	6374.0	18911.9	0	0	None	27	0	0.74	0.49
c7norep117_partner_02_GP2	CD36	uORF	1B	GP2	P55259	0.1323	0.4831	Peripheral Surface Interaction	191.5	0.0	False		None	False		D10C (61-185)	None	2	0	0	2	1.0	-10.0	1	2	6.2	27.43	0	0	2560.5	35876.6	0	0	None	77	0	0.71	0.47
c6norep97_partner_04_PSMA1	PSMB8-AS1	lncRNA-ORF	1B	PSMA1	P25786	0.1324	0.6818	Known Macromolecular Subunit Competitor / Adaptor	2989.1	90.3	False		None	False		Disordered (232-263)	22MM; 4R3O; 4R67; 5A0Q; 5GJQ; 5GJR; 5L4G; 5LE5; 5LEX; 5LEY	65	8	2	8	0.068	-3.74	31	31	49.2	21.79	1	31	6893.1	14545.3	0	0	None	127	28	0.77	0.3
c3riboseqorf183_partner_07_CTBP1	BCL6	uORF	4	CTBP1	Q13363	0.1317	0.7351	Shared Physiological Complex Interface	1668.0	32.1	False	21.0	None	False	11.53	Interaction with GLIS2 2 (288-360)	8ARI	42	1	3	4	0.115	-4.7	13	28	68.4	27.21	1	19	2566.1	21341.3	3	7	None	103	9	0.79	0.23
c10norep167_partner_02_YEATS4	TACC2	intORF	1B	YEATS4	O95619	0.1316	0.6338	Known Macromolecular Subunit Competitor / Adaptor	2902.0	81.8	False		None	False		YEATS (15-158); Diacetylated histone H3 binding (93-97); Interaction with MLLT10 (163-227); Interaction with TACC1 (168-227)	5XTZ; 7JFY; 8I60; 8IIY; 8IIZ; 8IJ0; 8X1C; 9X8S; 9X8U; 9Y3D	83	11	2	11	0.07	-8.22	27	44	93.1	22.72	0	46	4115.7	15706.0	0	0	None	112	36	0.8	0.3
c17riboseqorf79_partner_02_IVL	KRT10	dORF	1B	IVL	P07476	0.1315	0.3102	Allosteric Regulatory Surface / Novel Epitope	3392.2	0.0	False		None	False		Disordered (1-132); Disordered (149-540); 39 X 10 AA approximate tandem repeats of [LP]-[EKG]-[LHVYQEK]-[PLSQE]-[EQDV]-[QHEKRGA]-Q-[EMVQLP]-[GKLE]-[QHVNLD] (153-542)	None	83	12	0	4	0.095	-18.1	19	46	95.0	27.27	2	46	3097.7	38772.2	0	0	None	0	0	0.48	0.19
c16riboseqorf58_partner_01_KAT5	SRCAP	uoORF	1B	KAT5	Q92993	0.1321	0.6387	Cofactor / Substrate Pocket Competitor	4859.8	0.0	False	14.62	None	True	2.51	Tudor-knot (8-65); MYST-type HAT (227-504); Disordered (122-220); Interaction with ATF2 (368-513)	None	113	12	1	7	0.047	-1.3	40	60	64.5	25.95	3	59	8099.4	31285.4	1	4	 (res 377);  (res 378)	0	0	0.69	0.28
c6norep206_partner_01_UBC	ENSG00000226571	lncRNA-ORF	1B	UBC	P0CG48	0.1316	0.2294	Allosteric Regulatory Surface / Novel Epitope	2726.0	25.0	False		None	False		Ubiquitin-like 1 (1-76); Ubiquitin-like 5 (305-380); Ubiquitin-like 6 (381-456); Ubiquitin-like 8 (533-608); Ubiquitin-like 9 (609-684)	11SY; 1GJZ; 3DVN; 3IHP; 3N3K; 3OJ4; 3U30; 4BVU; 4DDG; 4DDI	67	7	0	5	0.078	-12.06	24	36	72.7	28.15	0	38	3373.0	38769.6	0	0	None	189	9	0.76	0.24
c15norep3_partner_01_TP53	UBE3A	intORF	1B	TP53	P04637	0.1311	0.4791	Known Macromolecular Subunit Competitor / Adaptor	2518.1	100.0	False		None	False	20.0	Interaction with CCAR2 (1-320); Interaction with WWOX (66-110); Interaction with HIPK1 (100-370); Required for interaction with ZNF385A (100-300); Required for interaction with FBXO42 (113-236); Interaction with AXIN1 (116-292); Disordered (282-325); Interaction with CARM1 (300-393); Interaction with HIPK2 (319-360); Oligomerization (325-356); Disordered (351-393)	1A1U; 1AIE; 1C26; 1HS5; 1OLG; 1OLH; 1PES; 1PET; 1SAE; 1SAF	65	7	0	9	0.114	-17.34	19	30	29.2	28.4	0	30	8668.2	34859.3	0	4	None	293	30	0.79	0.56
c11norep30_partner_09_PAIP1	EIF4G2	intORF	1B	PAIP1	Q9H074	0.132	0.4709	Allosteric Regulatory Surface / Novel Epitope	4828.7	0.0	False		None	False		MIF4G (159-376); Disordered (1-114); PAIP1 middle domain (PAIP1M) (157-375); Disordered (435-455); PABPC1-interacting motif-1 (PAM1) (440-479)	None	112	14	4	11	0.047	-19.68	42	57	56.8	26.25	5	52	8677.5	33441.6	0	0	None	29	0	0.62	0.4
c3riboseqorf47_partner_02_GOSR2	SEC22C	uoORF	1B	GOSR2	O14653	0.1311	0.3603	Allosteric Regulatory Surface / Novel Epitope	1404.7	0.0	False		None	False		N/A	None	36	7	2	2	0.118	-10.56	18	17	64.3	22.15	0	15	3172.7	16788.6	0	0	None	5	0	0.59	0.44
c22riboseqorf6_partner_03_DDX5	DGCR8	uORF	4	DDX5	P17844	0.131	0.5073	Cofactor / Substrate Pocket Competitor	1048.2	0.0	False		None	True	1.55	Helicase ATP-binding (125-300); Helicase C-terminal (328-475)	None	30	4	0	4	0.152	-16.02	11	18	68.8	27.68	0	12	1861.7	33183.3	0	3	 (res 114);  (res 116);  (res 121);  (res 140);  (res 141);  (res 142);  (res 143);  (res 144);  (res 145)	0	0	0.72	0.3
c14riboseqorf5_partner_02_HNRNPA1	HNRNPC	uORF	1B	HNRNPA1	P09651	0.1304	0.4214	Known Macromolecular Subunit Competitor / Adaptor	2104.8	64.0	False		None	False		RRM 1 (14-97); RRM 2 (105-184); Globular A domain (4-94); Globular B domain (95-185); Disordered (182-216); Disordered (317-372)	1PGZ; 1PO6; 1U1K; 1U1L; 1U1M; 1U1N; 1U1O; 1U1P; 1U1Q; 1U1R	51	9	0	2	0.113	-16.97	18	25	69.2	24.62	0	30	2526.8	20493.0	0	0	None	140	16	0.56	0.33
c12riboseqorf52_partner_04_KAT8	MCRS1	uoORF	1B	KAT8	Q9H7Z6	0.1309	0.6661	Cofactor / Substrate Pocket Competitor	2874.7	23.3	False	12.99	None	True	0.99	MYST-type HAT (174-447); Sufficient for interaction with KANSL1 (174-458)	2Y0M; 5H43	88	15	0	13	0.109	-16.97	27	30	58.7	26.13	1	39	4659.9	25681.0	1	22	 (res 408)	66	7	0.73	0.24
c17riboseqorf88_partner_02_DHRS11	HSD17B1-AS1	lncRNA-ORF	1B	DHRS11	Q6UWP2	0.1318	0.5307	Active Site Blocker / Competitive Decoy	5665.3	21.1	True	2.33	Proton acceptor (res 166)	True	0.97	N/A	1XG5	160	27	3	10	0.04	-8.14	52	76	21.1	26.65	1	83	17829.4	13223.7	1	11	 (res 18);  (res 23);  (res 43);  (res 44);  (res 70);  (res 71);  (res 97);  (res 151);  (res 166);  (res 166);  (res 170);  (res 201);  (res 203);  (res 208)	59	16	0.88	0.3
c5norep54_partner_02_GTF2B	GPBP1	uORF	1B	GTF2B	Q00403	0.13	0.3659	Cofactor / Substrate Pocket Competitor	2794.9	78.9	False		None	True	2.78	Necessary for TATA box-bound TBP complex formation (244-316); Core promoter DNA-binding (249-252)	1C9B; 1VOL; 29WD; 2PHG; 30FF; 30FH; 5IY6; 5IY7; 5IY8; 5IY9	63	12	0	7	0.092	-12.26	18	38	64.3	22.47	2	26	3643.9	19243.4	0	16	 (res 196);  (res 248)	203	30	0.63	0.34
c16norep1_partner_01_RNF122	FAM234A	intORF	1B	RNF122	Q9H9V4	0.1299	0.3455	Peripheral Surface Interaction	681.2	0.0	False		None	False		N/A	None	6	0	0	2	0.3	-10.43	4	5	21.1	20.52	0	4	2536.3	12750.2	0	0	None	0	0	0.61	0.68
c10riboseqorf41_partner_05_TP53	TFAM	uoORF	1B	TP53	P04637	0.1307	0.4513	Active Site Cleft Occlusion / Proximal Inhibitor	3138.9	93.8	False		None	False	7.88	Interaction with CCAR2 (1-320); Interaction with HRMT1L2 (1-83); Transcription activation (acidic) (1-44); Disordered (50-96); Interaction with HIPK1 (100-370); Required for interaction with ZNF385A (100-300); Required for interaction with FBXO42 (113-236); Interaction with AXIN1 (116-292)	1KZY; 1TSR; 1TUP; 1YCQ; 1YCR; 1YCS; 2AC0; 2ADY; 2AHI; 2ATA	71	4	1	24	0.062	-12.58	36	32	36.4	25.83	1	24	6963.7	31014.3	0	4	None	293	30	0.68	0.3
c3norep230_partner_03_RAB5A	VPS8	processed_transcript	1B	RAB5A	P20339	0.1298	0.5854	Cofactor / Substrate Pocket Competitor	1087.3	61.5	False		None	True	2.94	Switch-I (47-55); Switch-II (78-94)	1TU3; 3MJH; 4Q9U; 7BL1; 9RX5; 9RX6; 9RX9; 9RXA; 9RXB; 9S47	20	2	0	7	0.192	-10.5	8	13	33.3	19.98	1	4	2763.9	13142.1	0	18	 (res 47)	42	8	0.62	0.35
c6riboseqorf57_partner_01_NUDT2	NUDT3	uORF	1B	NUDT2	P50583	0.1298	0.6807	Allosteric Regulatory Surface / Novel Epitope	1631.4	0.0	False		None	False		Nudix hydrolase (1-139)	None	34	2	0	4	0.118	-4.38	16	18	41.0	18.59	0	13	3448.4	8610.3	0	0	None	17	0	0.72	0.39
c1riboseqorf206_partner_03_GNA13	ARHGEF11	uORF	1B	GNA13	Q14344	0.1296	0.7276	Allosteric Regulatory Surface / Novel Epitope	2514.5	17.1	False		None	False	9.45	G-alpha (47-377)	7SF7; 7SF8; 7T6B; 7YDH; 8H8J; 8IKL; 8KGG; 8ZX4; 8ZX5; 9E51	56	8	1	8	0.089	-7.35	18	35	42.9	24.29	0	28	5155.2	21479.5	0	7	None	82	6	0.79	0.33
c4riboseqorf2_partner_09_TCF7L2	CTBP1	uORF	1B	TCF7L2	Q9NQB0	0.1298	0.2137	Allosteric Regulatory Surface / Novel Epitope	4003.6	28.3	False		None	False		Disordered (1-96); CTNNB1-binding (1-53); Mediates interaction with MAD2L2 (201-395)	1JDH; 1JPW; 2GL7	98	8	3	10	0.068	-15.56	27	53	84.4	28.24	1	50	3718.4	40263.2	0	0	None	31	15	0.42	0.37
c11norep30_partner_03_YTHDF3	EIF4G2	intORF	1B	YTHDF3	Q7Z739	0.1302	0.3631	Cofactor / Substrate Pocket Competitor	3186.8	27.3	False		None	True	2.02	YTH (416-550); Disordered (1-52)	6ZOT	76	12	0	9	0.064	-19.59	27	44	36.5	26.54	1	35	8357.5	46481.9	0	6	 (res 423);  (res 424);  (res 468)	37	12	0.54	0.47
c1riboseqorf197_partner_02_BYSL	GPATCH4	uORF	1B	BYSL	Q13895	0.1294	0.6602	Shared Physiological Complex Interface	2062.6	31.2	False		None	False		N/A	6G18; 7WTT; 7WTU; 7WTV; 7WTW; 7WTX; 7WTZ; 7WU0	58	9	0	4	0.129	-12.07	14	32	77.8	26.13	0	28	2439.4	25328.4	0	0	None	163	10	0.71	0.33
c12riboseqorf47_partner_05_CENPM	TMEM106C	uoORF	1B	CENPM	Q9NSP4	0.1292	0.6229	Known Macromolecular Subunit Competitor / Adaptor	1548.1	90.0	False		None	False		N/A	28OP; 7PKN; 7QOO; 7R5S; 7R5V; 7XHN; 7XHO; 7YWX; 7YYH; 9TAW	38	5	0	2	0.173	-9.29	11	20	39.3	16.92	0	24	3571.9	10751.9	0	0	None	107	18	0.64	0.32
c17norep83_partner_02_PGAP3	MIEN1	dORF	1B	PGAP3	Q96FM1	0.1292	0.8096	Allosteric Regulatory Surface / Novel Epitope	2650.4	0.0	False		None	False		N/A	None	87	10	1	3	0.115	-11.25	18	42	69.2	22.22	3	50	3530.3	18486.0	0	0	None	0	0	0.84	0.27
c16norep37_partner_01_CLPX	ENSG00000260592	lncRNA-ORF	4	CLPX	O76031	0.1295	0.5534	Peripheral Surface Interaction	110.6	0.0	False		None	False	12.88	ClpX-type ZB (93-146)	None	1	0	0	0	1.0	-10.5	1	1	1.6	27.0	0	1	7999.5	53298.0	0	5	None	111	0	0.74	0.52
c5norep4_partner_03_EZR	SLC9A3	dORF	1A	EZR	P15311	0.1299	0.639	Allosteric Regulatory Surface / Novel Epitope	4529.5	14.1	False		None	False		FERM (2-296); Interaction with SCYL3 (244-586); Disordered (306-341); Disordered (485-564)	8XZ0	123	24	1	6	0.041	-8.96	47	64	41.6	28.47	0	56	13133.2	33311.5	0	0	None	20	9	0.82	0.36
c17riboseqorf79_partner_01_KRT1	KRT10	dORF	1B	KRT1	P04264	0.1289	0.2299	Peripheral Surface Interaction	350.2	0.0	False		None	False		IF rod (180-493); Coil 1A (180-215)	None	4	0	0	1	0.444	-10.53	3	3	15.0	27.76	1	2	2717.8	53051.0	0	0	None	112	0	0.55	0.38
c15riboseqorf1_partner_03_CFHR1	NIPA2	uORF	1B	CFHR1	Q03591	0.129	0.3889	Shared Physiological Complex Interface	1769.4	43.5	False		None	False		Sushi 1 (22-84); Sushi 2 (85-142)	3ZD2	46	3	0	7	0.118	-10.58	17	23	45.9	22.56	0	23	4423.3	23257.1	0	0	None	39	10	0.78	0.38
c7riboseqorf18_partner_07_RAB5A	SNX13	uORF	1B	RAB5A	P20339	0.1288	0.5398	Cofactor / Substrate Pocket Competitor	2400.6	35.5	False		None	True	2.87	Switch-I (47-55)	1TU3; 3MJH; 4Q9U; 9RX5; 9RX6; 9RX9; 9RXA; 9RXB; 9S47	57	4	1	14	0.088	-13.48	21	31	40.4	19.27	0	29	6466.8	15388.9	0	18	 (res 29);  (res 30);  (res 75);  (res 133);  (res 134);  (res 164);  (res 165)	42	11	0.61	0.44
c7riboseqorf64_partner_02_FAM229B	TMEM60	uoORF	1B	FAM229B	Q4G0N7	0.1287	0.2334	Allosteric Regulatory Surface / Novel Epitope	4406.9	0.0	False		None	False		Disordered (1-44)	None	120	20	3	22	0.056	-14.82	49	44	64.5	17.22	0	55	6494.0	8902.2	0	0	None	0	0	0.32	0.36
c15norep81_partner_02_MYL6	MYO9A	intORF	1B	MYL6	P60660	0.1283	0.3868	Known Macromolecular Subunit Competitor / Adaptor	2591.1	94.7	False		None	False		EF-hand 1 (7-42); EF-hand 2 (84-119); EF-hand 3 (119-151)	9Z3W; 9Z3Z; 9Z40; 9Z4Q	59	4	4	10	0.068	-11.58	23	38	59.0	19.08	1	19	4446.7	10126.0	0	0	None	81	36	0.65	0.35
c12norep111_partner_03_RBP4	MSRB3	intORF	1B	RBP4	P02753	0.1284	0.6742	Cofactor / Substrate Pocket Competitor	3049.7	61.3	False		None	True	2.91	N/A	1QAB; 1RLB; 2WQA; 3BSZ; 6QBA	73	3	2	12	0.078	-11.86	30	31	57.7	19.86	1	38	5645.8	13235.7	0	1	 (res 116)	40	19	0.78	0.35
c22riboseqorf54_partner_01_UBC	PRR34-AS1	lncRNA	1B	UBC	P0CG48	0.1284	0.233	Shared Physiological Complex Interface	1274.3	56.2	False		None	False		Ubiquitin-like 6 (381-456)	7EB9; 7YUI	31	2	0	2	0.149	-8.61	13	16	56.5	27.76	1	16	2542.0	36868.1	0	0	None	189	9	0.78	0.22
c11norep180_partner_01_PAFAH1B1	PAFAH1B2	intORF	1B	PAFAH1B1	P43034	0.1285	0.72	Shared Physiological Complex Interface	1856.9	56.5	False		None	False		Interaction with dynein and dynactin (83-410)	8DYU; 8FDT; 8FDU; 8PQW; 8PQY; 9DZY; 9E0T; 9E0Z; 9E11; 9E13	43	6	1	6	0.11	-13.31	17	23	43.6	26.02	1	21	3881.2	21192.5	0	0	None	89	13	0.84	0.3
c7norep166_partner_01_ABRAXAS2	THAP5	intORF	1B	ABRAXAS2	Q15018	0.1277	0.4052	Shared Physiological Complex Interface	1356.0	47.4	False		None	False		MPN (3-149); Disordered (335-415)	6H3C; 6R8F; 8PVY; 8PY2	34	3	0	1	0.163	-17.94	11	19	68.8	28.07	0	20	2639.9	33047.6	0	0	None	143	9	0.65	0.62
c19riboseqorf4_partner_04_STRADB	STK11	uORF	1A	STRADB	Q9C0K7	0.1292	0.5295	Cofactor / Substrate Pocket Competitor	8354.3	0.0	False		None	True	1.76	Protein kinase (58-369)	None	225	21	2	35	0.024	-14.37	86	110	41.1	28.12	2	110	22809.0	23413.9	0	2	 (res 64);  (res 65);  (res 66);  (res 67);  (res 68);  (res 69);  (res 70);  (res 71);  (res 72);  (res 89)	0	0	0.68	0.42
c11norep30_partner_01_EIF4A2	EIF4G2	intORF	1B	EIF4A2	Q14240	0.128	0.566	Allosteric Regulatory Surface / Novel Epitope	5218.4	0.0	False		None	False	16.24	Helicase ATP-binding (64-235); Helicase C-terminal (246-407); Disordered (1-22)	None	128	17	5	10	0.046	-9.92	46	61	62.2	24.52	0	67	8153.6	20648.6	0	1	None	0	0	0.78	0.33
c14riboseqorf85_partner_03_UBC	AREL1	intORF	1B	UBC	P0CG48	0.1279	0.2031	Shared Physiological Complex Interface	3439.3	30.3	False		None	False		Ubiquitin-like 1 (1-76); Ubiquitin-like 2 (77-152); Ubiquitin-like 4 (229-304); Ubiquitin-like 5 (305-380)	8Q7R	73	4	2	9	0.065	-9.13	34	33	54.0	28.5	0	46	4567.2	41342.6	0	0	None	189	10	0.75	0.24
c11riboseqorf112_partner_06_HDAC1	EMSY	uoORF	1B	HDAC1	Q13547	0.1279	0.6952	Allosteric Regulatory Surface / Novel Epitope	1154.1	16.7	False	31.82	None	False	15.74	Disordered (390-482)	4BKX; 5ICN; 6Z2J; 7AO8; 7AO9; 7AOA; 8VPQ; 9R4I	22	3	0	4	0.141	-12.48	13	12	14.3	26.33	3	7	6979.8	21121.5	1	6	None	129	2	0.79	0.4
c2norep211_partner_08_MYL1	TTN-AS1	lncRNA-ORF	4	MYL1	P05976	0.1276	0.4638	Allosteric Regulatory Surface / Novel Epitope	4208.5	0.0	False		None	False		EF-hand 1 (50-85); EF-hand 2 (127-162); EF-hand 3 (162-194)	None	107	13	3	19	0.06	-0.47	37	48	42.5	20.88	1	48	7389.5	14640.8	0	0	None	0	0	0.68	0.27
c11riboseqorf31_partner_09_ABI1	NAV2-AS2	lncRNA-ORF	4	ABI1	Q8IZP0	0.1273	0.2446	Peripheral Surface Interaction	379.3	0.0	False		None	False		t-SNARE coiled-coil homology (45-107); Required for binding to WASF1 (18-79)	None	6	0	0	3	0.375	-10.02	4	4	12.9	25.6	0	2	3652.5	47587.4	0	0	None	0	0	0.56	0.46
c17riboseqorf11_partner_02_RAP1B	SGSM2	uORF	1B	RAP1B	P61224	0.1273	0.7114	Active Site Cleft Occlusion / Proximal Inhibitor	1080.4	88.2	False		None	False	6.24	Interaction with KRIT1 (25-67)	3CF6; 4DXA; 4HDO; 4HDQ; 4MGI; 4MGK; 4MGY; 4MGZ; 4MH0; 5KHO	25	3	1	4	0.147	-9.97	10	17	30.3	18.65	0	10	4392.6	10293.0	0	4	None	59	15	0.77	0.39
c16norep119_partner_05_RUNX2	ZFHX3-AS1	lncRNA-ORF	4	RUNX2	Q13950	0.1286	0.2602	Allosteric Regulatory Surface / Novel Epitope	6001.7	23.8	False		None	False		Runt (101-229); Interaction with KAT6A (336-439); Interaction with KAT6B (374-468)	6VGD; 6VGE; 6VGG	144	7	0	17	0.036	-36.29	64	63	41.6	28.42	5	80	8457.4	41676.8	0	0	None	37	15	0.5	0.3
c16riboseqorf117_partner_01_RUNX3	ZFHX3	uORF	2B	RUNX3	Q13761	0.1276	0.3048	Allosteric Regulatory Surface / Novel Epitope	4948.5	0.0	False		None	False		Runt (54-182); Disordered (1-48); Disordered (176-266)	None	129	8	2	12	0.042	-24.99	50	62	62.5	26.77	0	59	7372.9	29514.4	0	0	None	8	0	0.46	0.31
c7riboseqorf59_partner_02_NUP54	POM121	uORF	1B	NUP54	Q7Z3B4	0.1267	0.4037	Allosteric Regulatory Surface / Novel Epitope	1092.1	9.1	False		None	False		9 X 2 AA repeats of F-G (5-445)	4JNU; 4JNV; 4JO7; 4JO9	15	0	0	3	0.136	-9.6	10	11	43.5	27.1	0	10	2546.6	33840.1	0	0	None	43	1	0.67	0.52
c10norep73_partner_01_MAP2K4	MAPK8	uORF	1B	MAP2K4	P45985	0.1269	0.6432	Active Site Blocker / Competitive Decoy	2735.0	0.0	True	2.86	Proton acceptor (res 229)	True	3.09	Protein kinase (102-367)	None	75	4	1	10	0.09	-6.95	19	44	79.2	25.21	0	42	3112.8	23756.2	1	2	 (res 108);  (res 109);  (res 113);  (res 116);  (res 131)	14	0	0.68	0.22
c17norep42_partner_03_BCL6	NCOR1	intORF	1B	BCL6	P41182	0.1273	0.2614	Known Macromolecular Subunit Competitor / Adaptor	539.5	62.5	False		None	False		N/A	1R28; 1R29; 1R2B; 3BIM; 3E4U; 3LBZ; 4CP3; 5H7G; 5H7H; 5MW2	10	1	0	3	0.25	-8.22	5	8	12.5	28.88	0	3	4619.7	72334.2	0	0	None	107	5	0.7	0.57
c10riboseqorf62_partner_03_H3-4	KAT6B	uORF	1B	H3-4	Q16695	0.1263	0.3108	Known Macromolecular Subunit Competitor / Adaptor	3381.8	90.5	False		None	False		N/A	3A6N; 8Z50	81	4	6	30	0.057	-5.29	34	42	40.0	21.19	1	32	7397.6	11331.2	0	0	None	119	38	0.53	0.42
c1norep182_partner_04_CD151	IGSF3	uORF	1B	CD151	P48509	0.1262	0.4786	Allosteric Regulatory Surface / Novel Epitope	3153.9	0.0	False		None	False		N/A	None	61	3	0	21	0.062	-21.1	26	38	74.3	22.44	0	25	3928.3	16314.4	0	0	None	0	0	0.66	0.38
c11riboseqorf112_partner_04_CBX1	EMSY	uoORF	1B	CBX1	P83916	0.1265	0.2729	Known Macromolecular Subunit Competitor / Adaptor	2100.0	72.7	False		None	False		Chromo 2; shadow subtype (117-175); Disordered (63-124)	2FMM; 3Q6S; 5T1G	50	6	0	4	0.099	-7.02	23	22	25.3	23.16	0	28	7637.8	17733.4	0	0	None	56	16	0.59	0.39
c2riboseqorf55_partner_05_ACTR5	WBP1	uORF	1B	ACTR5	Q9H9F9	0.1262	0.6562	Allosteric Regulatory Surface / Novel Epitope	2060.1	10.0	False		None	False		N/A	7ZI4; 9GCG; 9GE5; 9GEV; 9GFB	41	5	1	5	0.085	-6.11	16	30	44.4	26.53	0	16	3920.6	33496.6	0	0	None	72	3	0.75	0.23
c2riboseqorf136_partner_03_MYOT	TTN-AS1	lncRNA-ORF	4	MYOT	Q9UBF9	0.1275	0.2609	Allosteric Regulatory Surface / Novel Epitope	6245.7	0.0	False		None	False		Disordered (1-46); Disordered (64-151); Necessary for interaction with ACTN1 (79-150)	None	153	18	0	20	0.033	-36.32	62	74	48.8	27.95	0	73	7882.3	36579.4	0	0	None	0	0	0.55	0.29
c7riboseqorf115_partner_03_CCDC70	TMEM168	uORF	1B	CCDC70	Q6NSX1	0.1252	0.2974	Allosteric Regulatory Surface / Novel Epitope	1921.4	0.0	False		None	False		N/A	None	45	3	1	5	0.119	-5.09	18	21	94.7	22.46	2	28	2145.2	19591.2	0	0	None	0	0	0.57	0.31
